intent,text
ChangeFlight,"please rebook my flight to Paris, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight Ab9164
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight CP9919223
DepartureInfo,when does AB1234 depart?
GetEntities,Margret Reichenbach
GetEntities,my name is Paul Kistner
GetEntities,i am Margret Rasztawicki
GetEntities,my firstname is Tom
GetEntities,my lastname is Reichenbach
GetEntities,It's Müller
GetEntities,it is Theo
GetEntities,Lisa Coskun.
GetEntities,my name is Peter Mahoney.
GetEntities,i am Maria Müller.
GetEntities,my firstname is Lisa.
GetEntities,my lastname is Müller.
GetEntities,It's Inhestern.
GetEntities,it is Tom.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Tel Aviv please
BookFlight,could you book a flight to Berlin on 2nd of april for me?
BookFlight,i want a flight to Seattle
BookFlight,i would like to book a flight to Los Angeles.
BookFlight,"no, i want to fly to Berlin, not to London."
BookSeat,book a seat as close as possible to the galley on my flight to Los Angeles
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Seattle
CancelFlight,cancel flight to London
CancelFlight,cancellation of flight to Tokyo.
CancelFlight,i need to cancel my flight to Tel Aviv
CancelFlight,i want to cancel my journey to Seattle.
CancelFlight,please cancel my flight to Tel Aviv
ChangeFlight,change flight to Los Angeles.
ChangeFlight,change my flight from Tel Aviv to Seattle
ChangeFlight,i need to change my flight from Berlin to Toronto
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Toronto, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1994557
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight Ab9164
DepartureInfo,when does CP9919223 depart?
GetEntities,Theo Müller
GetEntities,my name is Mary Ebner
GetEntities,i am Tom Coskun
GetEntities,my firstname is Lisa
GetEntities,my lastname is Maier
GetEntities,It's Maier
GetEntities,it is Maria
GetEntities,Theo Reichenbach.
GetEntities,my name is Lisa Inhestern.
GetEntities,i am Maria Reichenbach.
GetEntities,my firstname is Peter.
GetEntities,my lastname is Maier.
GetEntities,It's Rasztawicki.
GetEntities,it is Maria.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Paris please
BookFlight,could you book a flight to London on 2nd of april for me?
BookFlight,i want a flight to New York
BookFlight,i would like to book a flight to London.
BookFlight,"no, i want to fly to London, not to Toronto."
BookSeat,book a seat as close as possible to the galley on my flight to Toronto
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Seattle
CancelFlight,cancel flight to New York
CancelFlight,cancellation of flight to New York.
CancelFlight,i need to cancel my flight to New York
CancelFlight,i want to cancel my journey to Berlin.
CancelFlight,please cancel my flight to Berlin
ChangeFlight,change flight to Paris.
ChangeFlight,change my flight from Seattle to Los Angeles
ChangeFlight,i need to change my flight from Los Angeles to Seattle
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Berlin, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight LH7721
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AB1234
DepartureInfo,when does LH1346 depart?
GetEntities,Theo Coskun
GetEntities,my name is Margret Müller
GetEntities,i am Lisa Rasztawicki
GetEntities,my firstname is Theo
GetEntities,my lastname is Inhestern
GetEntities,It's Müller
GetEntities,it is Mary
GetEntities,Theo Müller.
GetEntities,my name is Lisa Müller.
GetEntities,i am Tom Maier.
GetEntities,my firstname is Maria.
GetEntities,my lastname is Rasztawicki.
GetEntities,It's Mahoney.
GetEntities,it is Margret.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Berlin please
BookFlight,could you book a flight to Seattle on 2nd of april for me?
BookFlight,i want a flight to Toronto
BookFlight,i would like to book a flight to Toronto.
BookFlight,"no, i want to fly to New York, not to Seattle."
BookSeat,book a seat as close as possible to the galley on my flight to Paris
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to London
CancelFlight,cancel flight to Tokyo
CancelFlight,cancellation of flight to London.
CancelFlight,i need to cancel my flight to Los Angeles
CancelFlight,i want to cancel my journey to London.
CancelFlight,please cancel my flight to Tel Aviv
ChangeFlight,change flight to London.
ChangeFlight,change my flight from Seattle to Berlin
ChangeFlight,i need to change my flight from Tokyo to Berlin
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to London, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight LH7721
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AA1994557
DepartureInfo,when does Ab9164 depart?
GetEntities,Linda Mahoney
GetEntities,my name is Lisa Maier
GetEntities,i am Linda Reichenbach
GetEntities,my firstname is Mary
GetEntities,my lastname is Mahoney
GetEntities,It's Ebner
GetEntities,it is Mary
GetEntities,Paul Maier.
GetEntities,my name is Paul Mahoney.
GetEntities,i am Lisa Maier.
GetEntities,my firstname is Mary.
GetEntities,my lastname is Inhestern.
GetEntities,It's Coskun.
GetEntities,it is Lisa.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to London please
BookFlight,could you book a flight to Toronto on 2nd of april for me?
BookFlight,i want a flight to Los Angeles
BookFlight,i would like to book a flight to Paris.
BookFlight,"no, i want to fly to London, not to Seattle."
BookSeat,book a seat as close as possible to the galley on my flight to Tokyo
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to New York
CancelFlight,cancel flight to Tel Aviv
CancelFlight,cancellation of flight to New York.
CancelFlight,i need to cancel my flight to Tel Aviv
CancelFlight,i want to cancel my journey to Seattle.
CancelFlight,please cancel my flight to Berlin
ChangeFlight,change flight to London.
ChangeFlight,change my flight from Seattle to Los Angeles
ChangeFlight,i need to change my flight from Toronto to London
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Paris, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight CP9919223
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight CP9919223
DepartureInfo,when does CP9919223 depart?
GetEntities,Margret Reichenbach
GetEntities,my name is Tom Coskun
GetEntities,i am Margret Müller
GetEntities,my firstname is Theo
GetEntities,my lastname is Ebner
GetEntities,It's Inhestern
GetEntities,it is Peter
GetEntities,Theo Mahoney.
GetEntities,my name is Mary Inhestern.
GetEntities,i am Mary Müller.
GetEntities,my firstname is Margret.
GetEntities,my lastname is Kistner.
GetEntities,It's Reichenbach.
GetEntities,it is Theo.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to London please
BookFlight,could you book a flight to Toronto on 2nd of april for me?
BookFlight,i want a flight to Tel Aviv
BookFlight,i would like to book a flight to Los Angeles.
BookFlight,"no, i want to fly to Tel Aviv, not to Seattle."
BookSeat,book a seat as close as possible to the galley on my flight to Los Angeles
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Toronto
CancelFlight,cancel flight to Tel Aviv
CancelFlight,cancellation of flight to Los Angeles.
CancelFlight,i need to cancel my flight to Toronto
CancelFlight,i want to cancel my journey to Tokyo.
CancelFlight,please cancel my flight to Tel Aviv
ChangeFlight,change flight to Seattle.
ChangeFlight,change my flight from Berlin to New York
ChangeFlight,i need to change my flight from Seattle to Paris
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Paris, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1994557
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight Ab9164
DepartureInfo,when does LH1346 depart?
GetEntities,Mary Rasztawicki
GetEntities,my name is Peter Kistner
GetEntities,i am Paul Müller
GetEntities,my firstname is Mary
GetEntities,my lastname is Ebner
GetEntities,It's Kistner
GetEntities,it is Maria
GetEntities,Peter Ebner.
GetEntities,my name is Margret Coskun.
GetEntities,i am Tom Maier.
GetEntities,my firstname is Theo.
GetEntities,my lastname is Delaunay.
GetEntities,It's Delaunay.
GetEntities,it is Maria.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Los Angeles please
BookFlight,could you book a flight to New York on 2nd of april for me?
BookFlight,i want a flight to New York
BookFlight,i would like to book a flight to Los Angeles.
BookFlight,"no, i want to fly to Los Angeles, not to Paris."
BookSeat,book a seat as close as possible to the galley on my flight to Berlin
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Los Angeles
CancelFlight,cancel flight to Los Angeles
CancelFlight,cancellation of flight to Toronto.
CancelFlight,i need to cancel my flight to Seattle
CancelFlight,i want to cancel my journey to Tel Aviv.
CancelFlight,please cancel my flight to New York
ChangeFlight,change flight to Tokyo.
ChangeFlight,change my flight from Seattle to Paris
ChangeFlight,i need to change my flight from Seattle to London
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to London, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1994557
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight LH1346
DepartureInfo,when does AB1234 depart?
GetEntities,Margret Rasztawicki
GetEntities,my name is Tom Coskun
GetEntities,i am Linda Reichenbach
GetEntities,my firstname is Paul
GetEntities,my lastname is Rasztawicki
GetEntities,It's Coskun
GetEntities,it is Peter
GetEntities,Tom Coskun.
GetEntities,my name is Margret Coskun.
GetEntities,i am Lisa Mahoney.
GetEntities,my firstname is Peter.
GetEntities,my lastname is Reichenbach.
GetEntities,It's Inhestern.
GetEntities,it is Paul.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Tokyo please
BookFlight,could you book a flight to Toronto on 2nd of april for me?
BookFlight,i want a flight to Los Angeles
BookFlight,i would like to book a flight to New York.
BookFlight,"no, i want to fly to Seattle, not to Toronto."
BookSeat,book a seat as close as possible to the galley on my flight to Seattle
